NCRAS_Draw	Stage	Rate	Age	Pop	Count
Cervix	IV	0.5493633204641065	56	10556174.827210527	115.4255071770335
Cervix	IV	0.5666066546343359	57	10265395.529	115.33154545454545
Cervix	IV	0.5961155096340072	58	9970941.648842106	117.18875598086125
Cervix	IV	0.6355316574665987	59	9683121.15768421	120.7166028708134
Cervix	IV	0.6775792666148676	60	9423002.684210526	124.94377990430621
Cervix	IV	0.7147686967128442	61	9212122.711789474	128.86894736842106
Cervix	IV	0.7396103073945586	62	9072017.723789474	131.49076555023925
Cervix	IV	0.7449789612142552	63	9022784.058842106	131.85102870813398
Cervix	IV	0.7321330878911001	64	9051394.726631578	129.9836124401914
Cervix	IV	0.7107146843091812	65	9111699.407894736	126.91447368421052
Cervix	IV	0.6907302502728004	66	9156107.638631579	123.7127033492823
Cervix	IV	0.6821862855862597	67	9137028.954842106	121.4473923444976
Cervix	IV	0.6947272917115265	68	9008564.862789474	121.14612918660288
Cervix	IV	0.7296718082368714	69	8763732.184789473	122.88194736842105
Cervix	IV	0.7800124128768687	70	8434463.059210526	125.77332535885168
Cervix	IV	0.8383796850037584	71	8054381.59468421	128.89723923444976
Cervix	IV	0.8974042039897796	72	7657111.899842106	131.33066507177034
Cervix	IV	0.9499133991539277	73	7275439.048	132.17845454545454
Cervix	IV	0.9932622485905733	74	6922850.300210526	131.1865980861244
Cervix	IV	1.029333279169463	75	6593535.105263158	128.74222488038276
Cervix	IV	1.060205867707098	76	6280843.876631578	125.26033971291866
Cervix	IV	1.0879593910199805	77	5978127.0277894735	121.15594736842105
Cervix	IV	1.1146299055742683	78	5678873.505263158	116.8354066985646
Cervix	IV	1.1412570997782123	79	5379758.515789473	112.50622009569378
Cervix	Unknown/missing	1.2324504882642557	50	12263012.52631579	298.2822966507177
